paperid,institutionid,authorids,year
W4309244161,I172901346,['A5006686816' 'A5009913669' 'A5029392627'],2022
W4385285845,I172901346,['A5077048755' 'A5032661972' 'A5008185864'],2023
W1815492236,I172901346,['A5005648967' 'A5078564956'],2015
W2801700548,I172901346,['A5090663685' 'A5110847197' 'A5040666019' 'A5015716006' 'A5087465246'],2018
W2944877936,I172901346,['A5113592759' 'A5091336917'],2019
W2946220083,I172901346,['A5083226407' 'A5015597812'],2019
W2950967260,I172901346,['A5085227127' 'A5111488590'],2019
W3104460793,I172901346,['A5057760550' 'A5047703127' 'A5087242336'],2016
W3114454710,I172901346,['A5037993128'],2020
W2804731254,I172901346,['A5065098514' 'A5020727581' 'A5009576057'],2018
W4309755596,I172901346,['A5064597433'],2022
W4394589896,I172901346,['A5060809522'],2024
W2987443439,I172901346,['A5047902722' 'A5048239595'],2019
W4307723021,I172901346,['A5090872110'],2022
W4311232419,I172901346,['A5039503533'],2022
W4313304001,I172901346,['A5011770965'],2022
W4392459343,I172901346,"['A5041123888' 'A5028804201' 'A5047920278' 'A5110934042' 'A5094069645'
 'A5068541065']",2024
W2696980590,I172901346,['A5066106479' 'A5055681125' 'A5054925612' 'A5000438772'],2017
W4311737314,I172901346,['A5081313145' 'A5046269910' 'A5044125311'],2022
W2998019134,I172901346,['A5004609944' 'A5054002352' 'A5000001625'],2019
W2909001085,I172901346,['A5002887494' 'A5049397410' 'A5081137459' 'A5035160413'],2019
W2462080595,I172901346,['A5071843867' 'A5006582984' 'A5086154941'],2016
W2887789261,I172901346,['A5033533538'],2018
W3193350864,I172901346,['A5086582960' 'A5049001697'],2021
W2224922600,I172901346,['A5015638604'],2016
W2295631626,I172901346,['A5112480942' 'A5061861129'],2015
W2605086821,I172901346,['A5031626672'],2017
W2618786267,I172901346,['A5071400543'],2017
W2729187770,I172901346,['A5011114867' 'A5047717073' 'A5044571888' 'A5108432725'],2017
W2742512418,I172901346,['A5071879375'],2016
W4211204297,I172901346,['A5050617842'],2022
W4226139590,I172901346,['A5031626672'],2022
W4226276201,I172901346,['A5006925634' 'A5082480662' 'A5023714423' 'A5021747657'],2022
W3082020454,I172901346,['A5112634050' 'A5012913220'],2019
W2479529255,I172901346,['A5082406585'],2016
W4366595880,I172901346,['A5063649629'],2023
W4380625231,I172901346,['A5076569762' 'A5055255578' 'A5078601980'],2023
W4360978578,I172901346,['A5022166612'],2023
W4291016724,I172901346,['A5074738902' 'A5036291084' 'A5077510772' 'A5066511980' 'A5007319318'],2022
W4313516460,I172901346,['A5017707982'],2023
W4372237237,I172901346,['A5077048755' 'A5012803725' 'A5056164400'],2023
W4387310763,I172901346,['A5012579800'],2023
W2183624899,I172901346,['A5090800518'],2015
W2960767163,I172901346,"['A5000475850' 'A5002039686' 'A5089838920' 'A5015867492' 'A5025198736'
 'A5063090624' 'A5050647105' 'A5043090401' 'A5019539646']",2019
W3095295132,I172901346,['A5016765422'],2019
W3177693026,I172901346,['A5005298637' 'A5069698391'],2021
W2919228124,I172901346,['A5017832500'],2019
W1971121261,I172901346,['A5023769436'],2015
W4396863771,I172901346,['A5015774250' 'A5076355622' 'A5065650542'],2024
W2324499011,I172901346,['A5008819161'],2016
W4401107902,I172901346,['A5082166073'],2024
W4308412478,I172901346,"['A5037819137' 'A5057732267' 'A5033727199' 'A5063682284' 'A5072108004'
 'A5044509984']",2022
W4293107292,I172901346,['A5008022640'],2022
W4307353692,I172901346,['A5047958252'],2022
W4311400146,I172901346,['A5062635121' 'A5058373120'],2022
W4311900919,I172901346,['A5064199838' 'A5067944834' 'A5016434264' 'A5062216253'],2022
W4312279567,I172901346,['A5029237066' 'A5025018110'],2022
W4312389824,I172901346,['A5022165071'],2021
W4362566463,I172901346,['A5044605013'],2023
W4366523316,I172901346,['A5100778412'],2023
W4405708952,I172901346,['A5069381191'],2024
W2809878604,I172901346,['A5007940997'],2018
W2883368685,I172901346,['A5056639780'],2017
W2907845188,I172901346,['A5024589636' 'A5072707910' 'A5016014137' 'A5044057346'],2018
W2922881102,I172901346,['A5090441381' 'A5053444532' 'A5065568077' 'A5075040724'],2019
W2944727016,I172901346,['A5032424771'],2019
W2948014229,I172901346,['A5080696947'],2019
W2952477142,I172901346,"['A5015039361' 'A5001554518' 'A5000445528' 'A5079102318' 'A5109540412'
 'A5006629535' 'A5036614652' 'A5055718145' 'A5090027546' 'A5087558339']",2016
W2973220234,I172901346,['A5008090706'],2019
W2996511679,I172901346,['A5063484956' 'A5054735408'],2019
W2997912809,I172901346,['A5028531849' 'A5075040724' 'A5053444532'],2017
W3001573670,I172901346,['A5099747210' 'A5085561173' 'A5009990546'],2020
W3004004150,I172901346,['A5102865509' 'A5082358968' 'A5050383736'],2020
W4389752292,I172901346,['A5062484920' 'A5109620555' 'A5093066527'],2023
W4391182874,I172901346,['A5091716956'],2023
W4391601040,I172901346,['A5085227127'],2023
W4393128147,I172901346,['A5057860096' 'A5015277012' 'A5077586102'],2024
W4393311180,I172901346,['A5055092923' 'A5056922519'],2024
W4399213697,I172901346,['A5003728288'],2024
W4402048262,I172901346,['A5107934925'],2023
W1126173113,I172901346,['A5046067587'],2015
W4399752645,I172901346,['A5109512150'],2024
W4400171857,I172901346,['A5022789164' 'A5009422882' 'A5063181727' 'A5058162425' 'A5087062233'],2024
W2411484093,I172901346,['A5020727581' 'A5065098514' 'A5053351584' 'A5077707754'],2016
W2914246337,I172901346,['A5003282950'],2019
W3000106924,I172901346,['A5002486749' 'A5047915012'],2020
W3037545887,I172901346,['A5007515571'],2020
W3092841191,I172901346,['A5077048755' 'A5040899065' 'A5026034417' 'A5008185864'],2020
W4280523845,I172901346,"['A5078230759' 'A5080139504' 'A5024506688' 'A5011667039' 'A5067396520'
 'A5094019292' 'A5037014564' 'A5023970079' 'A5023644717']",2022
W2564964964,I172901346,['A5064850840'],2016
W2606462935,I172901346,['A5001115050' 'A5058392037' 'A5055736130'],2017
W2772750471,I172901346,['A5039525963' 'A5086988405'],2017
W2958865300,I172901346,['A5060606175'],2019
W2989156851,I172901346,['A5018885883'],2019
W3215988264,I172901346,['A5077826899'],2021
W4200461022,I172901346,['A5010877927'],2021
W834667866,I172901346,['A5035411288' 'A5052226065'],2015
W3212637726,I172901346,['A5006518408' 'A5069174347'],2021
W3214209674,I172901346,['A5032981499'],2021
W4391938858,I172901346,['A5104245834'],2024
W4392409915,I172901346,['A5008247087'],2023
W4394589487,I172901346,['A5051032100'],2024
W4395077497,I172901346,['A5021152105'],2023
W4395475916,I172901346,['A5011648507' 'A5026050333' 'A5049473823' 'A5033557119' 'A5020214916'],2024
W4395662975,I172901346,['A5037592880'],2024
W1414918266,I172901346,['A5085149316' 'A5036107529' 'A5062270807' 'A5108822693'],2015
W2766383256,I172901346,['A5077661835' 'A5050468948'],2017
W2014994264,I172901346,['A5057076088' 'A5077950322' 'A5027631488' 'A5109436008' 'A5036703574'],2015
W2465060027,I172901346,['A5055700936'],2016
W2714884165,I172901346,['A5036945238'],2017
W2784628322,I172901346,['A5042813606'],2022
W2960083073,I172901346,['A5113213812' 'A5030734091' 'A5044125995' 'A5043540621'],2019
W2970831088,I172901346,['A5081757182' 'A5039484580'],2018
W2972683479,I172901346,['A5101546763' 'A5042347745'],2018
W4246613637,I172901346,['A5072082033'],2017
W2516014483,I172901346,['A5028770906' 'A5035682451' 'A5112520828'],2016
W2534673560,I172901346,['A5083501821' 'A5012187629'],2016
W2560945971,I172901346,['A5072483376' 'A5012092202' 'A5040873676'],2016
W4405840959,I172901346,['A5038272468' 'A5038272468'],2024
W2972131171,I172901346,['A5020845045' 'A5025927694' 'A5024412068' 'A5041861252'],2019
W2804420631,I172901346,['A5002499751'],2018
W2894243291,I172901346,['A5044445973' 'A5061115248'],2018
W2970553077,I172901346,['A5071424621' 'A5049468217'],2019
W2114328616,I172901346,['A5062216253'],2015
W4283710396,I172901346,['A5041394076'],2022
W4220805373,I172901346,['A5056481587'],2022
W4248310688,I172901346,['A5001078059'],2015
W4302437626,I172901346,"['A5034739406' 'A5087842724' 'A5069752518' 'A5082068055' 'A5042569958'
 'A5085449394']",2019
W754775223,I172901346,['A5047874759' 'A5026973062'],2015
W2467467547,I172901346,['A5075883385' 'A5035996965'],2016
W3122585275,I172901346,['A5108735448'],2015
W2618262633,I172901346,['A5047986598'],2017
W2626455568,I172901346,['A5016043629'],2017
W4400841376,I172901346,['A5071879470'],2024
W4401061887,I172901346,['A5044780307' 'A5024963964' 'A5038081388'],2024
W4401341388,I172901346,['A5071843867' 'A5074092808' 'A5026034417' 'A5033482000'],2024
W4226358065,I172901346,['A5091613412'],2022
W2979043062,I172901346,['A5017368871'],2018
W4309790046,I172901346,['A5027522325' 'A5000707799'],2022
W3044905768,I172901346,['A5086444164'],2020
W3111948254,I172901346,['A5047934542'],2020
W3127572327,I172901346,['A5042565806'],2020
W3201219031,I172901346,['A5081306441' 'A5001656559'],2021
W4385785476,I172901346,['A5056803764'],2023
W1780085511,I172901346,['A5067920163' 'A5078939149'],2015
W604178264,I172901346,['A5049458503'],2015
W2575391656,I172901346,['A5025016989'],2017
W1169737433,I172901346,['A5042813606'],2015
W4387792102,I172901346,['A5072894139'],2023
W4388798460,I172901346,['A5021080089'],2023
W4390215072,I172901346,['A5059082026' 'A5052699269' 'A5041715503'],2023
W4391053823,I172901346,['A5106615795' 'A5058184312' 'A5091522138' 'A5032329187'],2024
W4391222471,I172901346,['A5088074081'],2023
W4391699809,I172901346,['A5068259700' 'A5030425308'],2023
W4393397073,I172901346,['A5101218168'],2024
W4393534220,I172901346,['A5030895995' 'A5060107728'],2021
W4244534062,I172901346,['A5095567513' 'A5095567512'],2017
W4245845262,I172901346,['A5090331424' 'A5090966892'],2018
W3125734538,I172901346,['A5014263641' 'A5025222169' 'A5003759392'],2015
W2509682642,I172901346,['A5083226407'],2016
W2883070589,I172901346,['A5030302694'],2018
W1515399466,I172901346,['A5111417644' 'A5055869262' 'A5107910337'],2015
W3011834788,I172901346,['A5033553396'],2020
W2908251310,I172901346,['A5082644580' 'A5046269910' 'A5044125311'],2018
W2966343668,I172901346,['A5035144404' 'A5034192935' 'A5019874856'],2019
W3040672749,I172901346,['A5042536939' 'A5083476325'],2020
W4211130871,I172901346,['A5065968424'],2016
W4231556782,I172901346,"['A5086669552' 'A5064349275' 'A5034953647' 'A5084496076' 'A5091696083'
 'A5088895427']",2021
W379772711,I172901346,['A5112716588'],2015
W2228529467,I172901346,['A5028787178' 'A5022551938' 'A5070027875' 'A5057558646' 'A5008538258'],2015
W4396927736,I172901346,['A5017020364'],2024
W2527081442,I172901346,['A5045172496' 'A5012913220'],2016
W2543160817,I172901346,['A5040970425' 'A5026012211' 'A5033879554'],2016
W2057365072,I172901346,['A5003820395' 'A5007601440' 'A5113616189' 'A5040735002'],2015
W4319740055,I172901346,['A5112894457' 'A5110256046'],2022
W4393029385,I172901346,['A5010677488' 'A5039503533' 'A5020755049'],2024
W2411610157,I172901346,['A5016115855' 'A5002630951' 'A5074085796' 'A5044919322' 'A5073470181'],2016
W2605912606,I172901346,['A5083501821' 'A5023158169'],2017
W2983740647,I172901346,['A5081423931'],2019
W2999194986,I172901346,['A5045798447'],2016
W4307368748,I172901346,['A5058379466'],2022
W4310053221,I172901346,"['A5113989120' 'A5083305049' 'A5101089696' 'A5050174866' 'A5097165683'
 'A5058135634']",2022
W4394812963,I172901346,['A5075547073' 'A5074182790' 'A5075577739'],2023
W3083353926,I172901346,['A5061932895'],2020
W4405891734,I172901346,['A5106439960'],2024
W2991346960,I172901346,['A5078856125'],2019
W4382724116,I172901346,['A5037415787'],2023
W4210969988,I172901346,['A5091325629'],2022
W3087705031,I172901346,['A5045514341'],2020
W4304118598,I172901346,['A5058282202'],2022
W4400569394,I172901346,"['A5002019529' 'A5001339502' 'A5039303359' 'A5026576975' 'A5002321472'
 'A5042515502' 'A5024426097']",2024
W2903096572,I172901346,['A5005671590'],2018
W2910360857,I172901346,['A5006010184'],2018
W2915979485,I172901346,['A5018067097'],2017
W2972712004,I172901346,['A5068418143' 'A5025222169'],2019
W2556015341,I172901346,['A5054490211'],2016
W2565821832,I172901346,['A5109554514'],2016
W2613372938,I172901346,['A5086015735'],2016
W2773865844,I172901346,['A5113641571' 'A5019829624' 'A5038259766' 'A5015277012' 'A5018016556'],2017
W2806686572,I172901346,['A5074836473'],2018
W2895587659,I172901346,['A5077448298'],2018
W4211056251,I172901346,['A5065968424'],2016
W4251842771,I172901346,['A5085691989'],2016
W3120321952,I172901346,['A5058256634' 'A5020546924' 'A5091816079'],2021
W3134770807,I172901346,['A5045953410'],2021
W3135069668,I172901346,['A5045953410'],2021
W4281770042,I172901346,['A5070474329'],2022
W4307110794,I172901346,['A5051678621' 'A5079985014'],2022
W4320510642,I172901346,['A5076475698' 'A5025579022' 'A5102916387'],2022
W4385154088,I172901346,['A5092523826' 'A5007095667' 'A5084613388'],2023
W4386968365,I172901346,['A5108872055'],2023
W2803910156,I172901346,['A5084661714'],2019
W2807903433,I172901346,['A5031455089' 'A5018195435' 'A5066810788'],2018
W2989144812,I172901346,['A5075599103' 'A5085122126'],2019
W3017062412,I172901346,['A5032072656' 'A5045953914'],2019
W3119695904,I172901346,['A5004225676' 'A5006219981' 'A5006341258' 'A5003523005'],2021
W4255733089,I172901346,"['A5030633247' 'A5027167675' 'A5095612539' 'A5095612538' 'A5095612537'
 'A5095612536']",2019
W3196793958,I172901346,['A5048139940'],2021
W3208101234,I172901346,['A5073414956'],2021
W2963356836,I172901346,['A5031215099' 'A5035447673'],2015
W4200050489,I172901346,"['A5050088150' 'A5067061182' 'A5067557501' 'A5087575707' 'A5002923811'
 'A5109293139']",2021
W4389565464,I172901346,['A5092536570' 'A5042630117' 'A5001226697'],2023
W4389703440,I172901346,['A5040457452'],2023
W4389704194,I172901346,['A5040457452' 'A5031200130'],2023
W4390059110,I172901346,['A5014311987'],2023
W4390460383,I172901346,['A5016897114' 'A5060736473'],2023
W4391790348,I172901346,['A5053845628'],2024
W4391828199,I172901346,['A5058786552' 'A5032651836' 'A5093930996'],2023
W4391848046,I172901346,['A5050889083' 'A5048664394' 'A5026185902'],2024
W2945666059,I172901346,['A5046561608' 'A5066657179'],2019
W3116123020,I172901346,['A5051183318' 'A5059076630'],2020
W2789356575,I172901346,['A5061814184'],2018
W4304588957,I172901346,['A5054362085' 'A5035075324'],2022
W2466902444,I172901346,['A5044597123' 'A5110580159' 'A5076640586' 'A5109596561' 'A5023769436'],2016
W2798531809,I172901346,['A5077793939'],2018
W2893147646,I172901346,['A5060433906'],2018
W3100013274,I172901346,['A5078050940' 'A5066993598'],2020
W3100951611,I172901346,['A5034967229' 'A5089772973' 'A5089536848'],2018
W3137661424,I172901346,['A5073353012'],2021
W4200264067,I172901346,['A5087004438'],2021
W4205761133,I172901346,['A5050857604'],2021
W4210449486,I172901346,['A5029760527' 'A5083808886'],2022
W2964302426,I172901346,['A5113829704'],2018
W2494178427,I172901346,['A5066224669'],2016
W2000524613,I172901346,['A5090663685' 'A5064902802'],2015
W2529884764,I172901346,['A5024418505' 'A5080401941'],2016
W3012380080,I172901346,"['A5107901473' 'A5029089757' 'A5024950809' 'A5107897614' 'A5107890641'
 'A5071160455' 'A5071092317' 'A5014371204' 'A5008312199']",2020
W2941693582,I172901346,['A5027522325'],2019
W2787303367,I172901346,['A5110256046' 'A5090504781'],2018
W3120816691,I172901346,['A5014120737'],2021
W3006023012,I172901346,['A5071424621' 'A5068173543' 'A5040437901' 'A5049468217'],2020
W3127434065,I172901346,"['A5105709295' 'A5029089757' 'A5024950809' 'A5107926205' 'A5113986977'
 'A5071092317' 'A5014371204' 'A5047965835' 'A5008312199']",2021
W4214893657,I172901346,['A5072465078'],2022
W4391995953,I172901346,['A5010877927' 'A5082685209' 'A5034951494'],2024
W4392793019,I172901346,['A5050998381'],2023
W4392793327,I172901346,['A5086672430' 'A5050998381'],2023
W4392811815,I172901346,['A5072742171'],2024
W4392811952,I172901346,['A5020214916' 'A5026050333'],2023
W4398251842,I172901346,['A5012000213'],2024
W4405215509,I172901346,['A5003821539'],2024
W4405306576,I172901346,['A5006464935' 'A5030983231' 'A5058379073'],2024
W2598009386,I172901346,['A5077118699'],2017
W4210784593,I172901346,['A5063649629'],2022
W4221047750,I172901346,['A5020418404' 'A5072545440' 'A5043472429'],2022
W4250861245,I172901346,['A5024904100'],2019
W4285048665,I172901346,['A5037145743'],2022
W4285734048,I172901346,['A5006368145'],2022
W4288343570,I172901346,['A5076838304'],2019
W4292501533,I172901346,['A5109583928'],2022
W4295896243,I172901346,['A5023950095'],2022
W4296269662,I172901346,['A5065316896' 'A5072701313'],2019
W4308967529,I172901346,['A5060695902'],2022
W4310990639,I172901346,"['A5034261058' 'A5079700855' 'A5041983444' 'A5002871834' 'A5010551846'
 'A5039759540']",2022
W3103200896,I172901346,['A5003282950'],2016
W2767799096,I172901346,['A5063649629'],2017
W2331951556,I172901346,['A5090007071' 'A5063856037' 'A5022852796' 'A5005523800'],2016
W4313431005,I172901346,['A5026297275' 'A5008022640' 'A5044125311' 'A5081313145'],2022
W2807870830,I172901346,['A5005647628'],2018
W1178065265,I172901346,['A5038739696'],2015
W2038511295,I172901346,['A5069872108'],2015
W2761993250,I172901346,['A5049458503' 'A5051728030' 'A5068847009' 'A5012483122'],2017
W2185087399,I172901346,['A5077339984' 'A5102865509' 'A5081133993'],2015
W2926086278,I172901346,['A5009703353'],2019
W2980547778,I172901346,['A5085205842' 'A5035476792' 'A5089388622'],2019
W3005192849,I172901346,['A5038168024' 'A5082015820'],2020
W3090300119,I172901346,['A5012059880' 'A5070447174' 'A5030728690' 'A5060340025'],2020
W4220960258,I172901346,['A5100361432'],2022
W4312656163,I172901346,['A5085875048'],2022
W4316468424,I172901346,['A5033533538'],2023
W4318615670,I172901346,['A5047958252'],2023
W4323848282,I172901346,['A5077851811'],2023
W4360598193,I172901346,"['A5077964844' 'A5031190976' 'A5024831911' 'A5079901902' 'A5090305551'
 'A5031290021']",2022
W4366598116,I172901346,"['A5067500844' 'A5026980950' 'A5084990585' 'A5064919336' 'A5080464774'
 'A5034562080']",2023
W4376223740,I172901346,['A5091325629'],2023
W4382404232,I172901346,['A5043512498' 'A5112948188'],2023
W4389056082,I172901346,['A5053351584'],2023
W4393270549,I172901346,['A5110738892'],2024
W4393309612,I172901346,['A5002336595'],2024
W4393398090,I172901346,['A5070747987' 'A5022864730' 'A5010869754'],2024
W4394846628,I172901346,['A5016391535' 'A5050889083'],2024
W4396763846,I172901346,['A5041123888' 'A5019115795' 'A5008770045'],2024
W2809306534,I172901346,['A5087334396' 'A5071923052' 'A5089383152' 'A5049001697'],2018
W2810545294,I172901346,['A5102759851'],2018
W2966337177,I172901346,['A5030766012' 'A5031031750' 'A5111735205' 'A5044580168'],2019
W2954283500,I172901346,['A5000811161' 'A5063936523'],2019
W3208854532,I172901346,"['A5055155647' 'A5007916265' 'A5058551285' 'A5063618724' 'A5061889494'
 'A5113909599' 'A5008185864']",2021
W1964135495,I172901346,['A5047134722' 'A5086630152' 'A5102798762' 'A5109072646' 'A5036606877'],2015
W2044623134,I172901346,['A5103185723'],2015
W2293409564,I172901346,['A5065396938' 'A5101489044'],2015
W3119098014,I172901346,['A5026050333' 'A5020214916'],2021
W4251972604,I172901346,['A5084717315'],2016
W4254823837,I172901346,['A5062963627'],2021
W4285125385,I172901346,['A5076401983' 'A5054846709'],2022
W4286613498,I172901346,['A5091637095'],2022
W4313215313,I172901346,['A5028991014'],2022
W4313317912,I172901346,['A5079397292'],2022
W4320151467,I172901346,['A5112498202'],2022
W2578250441,I172901346,['A5069600674' 'A5090546466'],2016
W2971881719,I172901346,['A5049458503' 'A5068847009' 'A5055201925' 'A5045117669'],2019
W3007835876,I172901346,['A5019910201' 'A5057860096'],2020
W4223544327,I172901346,['A5058068928' 'A5011294900' 'A5086831941' 'A5007976221'],2022
W2736509480,I172901346,['A5038906000'],2017
W2982944369,I172901346,['A5009485927' 'A5108695873' 'A5023423600'],2019
W2803791667,I172901346,['A5015876222'],2018
W2467174887,I172901346,['A5085052042'],2016
W2565717609,I172901346,['A5024664042'],2016
W3003333343,I172901346,['A5068251506'],2016
W3160625967,I172901346,['A5090548835'],2021
W3195749737,I172901346,['A5017368871'],2021
W3203846216,I172901346,['A5090984877' 'A5009989780' 'A5081170088'],2021
W4206324490,I172901346,['A5037993128'],2021
W4232701997,I172901346,['A5003568493' 'A5106615795' 'A5015841584'],2018
W4237962150,I172901346,['A5101610733'],2016
W4301380349,I172901346,['A5021843211' 'A5038665161'],2018
W2583956734,I172901346,['A5033161133' 'A5052173646'],2017
W3130768209,I172901346,['A5086683533'],2021
W2520373982,I172901346,['A5035075324' 'A5029315125'],2016
W2526279266,I172901346,['A5032092132'],2016
W2527145527,I172901346,['A5089050721' 'A5062927490'],2015
W2537899526,I172901346,['A5003024384'],2015
W2517379807,I172901346,['A5012114503' 'A5112318778' 'A5043186023'],2016
W2977065193,I172901346,['A5002499751'],2019
W3188623732,I172901346,['A5031282816' 'A5068473235'],2021
W2314522331,I172901346,['A5053473472' 'A5026050333' 'A5020214916'],2015
W2611182873,I172901346,['A5010084879'],2017
W4296357731,I172901346,['A5050557480' 'A5053797124' 'A5082513608' 'A5083806706' 'A5054353603'],2022
W4304782982,I172901346,['A5071558914' 'A5091665303'],2022
W4311774543,I172901346,"['A5036221829' 'A5087334396' 'A5011168660' 'A5062023337' 'A5052726649'
 'A5089383152' 'A5049001697']",2022
W4387868772,I172901346,['A5031249806'],2023
W4366000419,I172901346,['A5007172335' 'A5014827478' 'A5044036840' 'A5040647275'],2023
W2914312853,I172901346,['A5054675953'],2018
W4293470336,I172901346,['A5033095430'],2022
W2904286289,I172901346,['A5006677392' 'A5025516565'],2018
W3112086794,I172901346,['A5043077089' 'A5112605884'],2020
W3113234427,I172901346,['A5021529197' 'A5001881419'],2020
W4385575778,I172901346,['A5035160413' 'A5102818897' 'A5048239595'],2023
W4387442132,I172901346,"['A5014043540' 'A5052615328' 'A5035603936' 'A5010390419' 'A5044397601'
 'A5035116129' 'A5052573477' 'A5039632766' 'A5036052452']",2023
W2545592590,I172901346,['A5061280273' 'A5003496605' 'A5056320794' 'A5010528189'],2016
W2784113647,I172901346,['A5004458679'],2018
W2793300923,I172901346,['A5076989616' 'A5032013847' 'A5067728539' 'A5044682916'],2017
W4285236668,I172901346,['A5000623931'],2022
W2922199203,I172901346,['A5053417351' 'A5063936523'],2019
W1843790655,I172901346,['A5039813031' 'A5082951213' 'A5051540732' 'A5035818922'],2015
W2342598795,I172901346,['A5040999914' 'A5015313623'],2016
W3173991994,I172901346,['A5082951213' 'A5053351584'],2021
W1554695475,I172901346,['A5057563199' 'A5062905466'],2015
W2809900613,I172901346,"['A5082644580' 'A5082644580' 'A5050998381' 'A5050998381' 'A5103811313'
 'A5046269910' 'A5101642642' 'A5101642642']",2018
W2925053321,I172901346,['A5061237829' 'A5063899039' 'A5021882673'],2019
W2967663935,I172901346,['A5073236114'],2019
W2801120533,I172901346,['A5041539779' 'A5066515109' 'A5045314641' 'A5056088654'],2017
W2944412398,I172901346,['A5044445973' 'A5061115248'],2019
W3018561763,I172901346,['A5048582814'],2020
W4286728340,I172901346,['A5100349600'],2022
W4293282332,I172901346,['A5045953914' 'A5085458772'],2022
W2995624480,I172901346,['A5028561082' 'A5011370278' 'A5066017715'],2019
W3212657076,I172901346,['A5088343520'],2021
W4285646932,I172901346,['A5021857464'],2020
W4324123538,I172901346,['A5006629535' 'A5090027546' 'A5035041078' 'A5048749308'],2023
W4385812578,I172901346,['A5033474563'],2023
W4386022766,I172901346,['A5101721301' 'A5023053928' 'A5084268775'],2023
W3083697403,I172901346,['A5080768300' 'A5082032504'],2020
W3093612062,I172901346,['A5085227127' 'A5048770752'],2020
W3107730134,I172901346,['A5055700936'],2020
W3107805978,I172901346,['A5071808766'],2020
W3112209539,I172901346,['A5014246426' 'A5067125196' 'A5020680526'],2020
W3115017371,I172901346,['A5077771301'],2020
W3120503254,I172901346,['A5090331424'],2020
W3125328465,I172901346,['A5031180804'],2020
W3132868071,I172901346,['A5086683533'],2019
W4239273894,I172901346,['A5079934705' 'A5090504781'],2020
W3167392967,I172901346,['A5049191055'],2021
W2594299730,I172901346,['A5045172496' 'A5012913220'],2017
W2871586163,I172901346,['A5073938137' 'A5103173722'],2018
W2882980289,I172901346,['A5048753099' 'A5048753099'],2018
W2888482918,I172901346,['A5090173785'],2017
W2891626559,I172901346,['A5055700936'],2018
W2269901215,I172901346,['A5012913220'],2015
W2789678067,I172901346,['A5044571888'],2017
W3143974039,I172901346,['A5109284458' 'A5072538596'],2021
W2962737877,I172901346,['A5015011363' 'A5102322095' 'A5011750569'],2019
W1713827854,I172901346,['A5107854568'],2015
W4312642020,I172901346,['A5072868772'],2022
W4392546738,I172901346,['A5071808766'],2024
W579748015,I172901346,['A5014311987'],2015
W3166223206,I172901346,['A5088939260' 'A5007866675' 'A5041018573' 'A5034559077'],2020
W4310548431,I172901346,['A5058655847'],2022
W4312992207,I172901346,['A5046012079'],2022
W4313213889,I172901346,['A5091357063' 'A5001086274'],2022
W4392666726,I172901346,['A5021086681'],2024
W4392669539,I172901346,['A5100665315'],2023
W4393062927,I172901346,['A5007324974' 'A5081157614'],2024
W3192354935,I172901346,['A5025110754'],2021
W4205563381,I172901346,['A5083177122'],2021
W2994976442,I172901346,['A5042174017'],2019
W3005207564,I172901346,['A5036692508'],2020
W3137782049,I172901346,['A5021365880' 'A5083759848'],2021
W3146768198,I172901346,['A5045172496' 'A5012913220'],2018
W3177464986,I172901346,"['A5005080511' 'A5030734091' 'A5043540621' 'A5019132066' 'A5091421019'
 'A5076166201']",2021
W3198255136,I172901346,['A5021485730' 'A5113592759' 'A5091336917'],2021
W3203936057,I172901346,['A5065267486'],2021
W4205284337,I172901346,['A5064597433' 'A5073353012'],2022
W4205705925,I172901346,['A5013994000'],2021
W4210259259,I172901346,['A5006480970' 'A5060504880'],2022
W4400100349,I172901346,['A5110658801' 'A5023644717'],2024
W3001605182,I172901346,['A5071347106'],2020
W3002561782,I172901346,['A5029151927' 'A5075346828'],2020
W3024506845,I172901346,['A5000607212' 'A5022282062'],2020
W3037209028,I172901346,['A5015649069'],2020
W3038066513,I172901346,['A5112623537'],2020
W2130756478,I172901346,['A5086194186'],2015
W2897234385,I172901346,['A5062284816'],2018
W2956226084,I172901346,"['A5034739406' 'A5087842724' 'A5042569958' 'A5082068055' 'A5085449394'
 'A5069752518']",2019
W3158243765,I172901346,['A5080573307'],2021
W2156069764,I172901346,['A5044445973' 'A5068515050' 'A5045190897' 'A5008198551'],2015
W2742547283,I172901346,['A5062635121' 'A5058373120' 'A5081686475'],2017
W2028201140,I172901346,['A5101589904'],2015
W2278854966,I172901346,['A5050719921'],2015
W2907864951,I172901346,['A5026058446' 'A5024950809'],2019
W2912791763,I172901346,['A5047780462'],2019
W4385908173,I172901346,['A5013815416'],2023
W2772451326,I172901346,['A5056110290'],2017
W2779440757,I172901346,['A5078241249' 'A5027157510'],2017
W2780603854,I172901346,['A5033769458' 'A5086081351'],2017
W2783099350,I172901346,['A5019627342' 'A5044729223' 'A5030832298'],2017
W2226406142,I172901346,['A5083398611'],2016
W2246400246,I172901346,['A5073569783' 'A5016425865'],2015
W1610438559,I172901346,['A5059936166'],2015
W4399849791,I172901346,['A5109650902'],2024
W3002600629,I172901346,['A5072894139' 'A5035646207' 'A5043764231'],2020
W4323568355,I172901346,"['A5071843867' 'A5072234750' 'A5036873476' 'A5022519061' 'A5029120772'
 'A5015494359' 'A5030308913']",2023
W4385365672,I172901346,['A5009703353' 'A5065111816' 'A5019647516'],2023
